Provider_Name,Contacts,Category,Speciality,Physical Address,County,Coordinates,Latitude,Longitude,Exact_Location
Equity Afia Ltd-Bypass Kamakis,0765000046/0703534101,Hosiptal,Outpatient,"The Premier Northpark Mall, 1st Floor",Kiambu,"(32.868639, -96.77392979999999)",32.868639,-96.7739298,North Dallas
Goodlife pharmacy- Diani shopping centre ,0713 796 069,Pharmacy and Diagnostic Centre,Pharmacy ,"Diani Shopping Center, Diani Beach Road, Kwale, 80403",Kwale,"(-4.1816115, 39.4605612)",-4.1816115,39.4605612,Kwale
Equity Afia -Embu,0765 000222,Hosiptal,Outpatient,"Mugo shopping center, 1st Floor, along Kubukubu-kiritiri Road",Embu,"(-0.6859545, 37.6479757)",-0.6859545,37.6479757,Kiritiri
Equity Afia Busia,0765 000 652,Hosiptal,Outpatient,"Busia Town at Khetias Supermarket Building,1st Floor.(Opposite Mitra Hardware)",Busia,"(0.4611106, 34.1102266)",0.4611106,34.1102266,Busia
Namasaka Medical Centre,729536775,Hosiptal,Inpatient / Outpatient,"3rd Floor Room 308 New Doctor's Plaza, Argwings Kodhek Road, Nairobi Central, 00100",Isiolo,"(-1.2924942, 36.7884358)",-1.2924942,36.7884358,Upperhill
Equity Afia Iten,"Be Energy Petrol Station, 1st Floor",Hosiptal,Outpatient,Kerio Road next to Equity Bank Iten,Elgeyo-Marakuet,"(0.6732353999999999, 35.5083136)",0.6732354,35.5083136,Iten
Garden Specialist Hospital,732290259,Hosiptal,Inpatient / Outpatient,"Garden Specialist Hospital, Woodlands Rd, Nairobi",Nairobi,"(-1.2890286, 36.7980372)",-1.2890286,36.7980372,Kilimani
Gertrudes Children's Hospital- Embakasi Clinic,0721394306/ 0731333301/ 020820784,Hosiptal,Inpatient / Outpatient,"Airport N Rd, Nairobi",Nairobi,"(-1.3217247, 36.9034926)",-1.3217247,36.9034926,Embakasi
Gertrudes Children's Hospital- Nairobi West Clinic,0721394306/ 0735639063,Hosiptal,Inpatient / Outpatient,"Gertrude's Children's Hospital - Nairobi West Clinic, Tmall",Nairobi,"(-1.3123503, 36.8166191)",-1.3123503,36.8166191,Langata
Lion Heart Medical Centre Limited,079491373/0722313427,Hosiptal,Outpatient,"MPJF+6XP, Nairobi",Nairobi,"(-1.3194125, 36.7249531)",-1.3194125,36.7249531,Nairobi CBD
Mariakani Cottage Hospital,020-6651436/0722860922,Hosiptal,Outpatient,"Melili Hotel,Melili Road",Nairobi,"(-1.3113125, 36.83268750000001)",-1.3113125,36.8326875,South B
Mater Hospital- Buruburu Clinic,0719888444/ 0206903700,Hosiptal,Inpatient / Outpatient,"The Mater, Nairobi",Nairobi,"(-1.2879064, 36.8810958)",-1.2879064,36.8810958,Buruburu
Mater Hospital- Development Clinic,719333222,Hosiptal,Inpatient / Outpatient,"Development House, 1st floor, Moi Avenue/Tom Mboya Street",Nairobi,"(-1.2883969, 36.8275639)",-1.2883969,36.8275639,Nairobi CBD
Mater Hospital- Kasarani Clinic,726433179,Hosiptal,Inpatient / Outpatient,"Roysambu Thika Super Hwy, Thika Rd, Mall",Nairobi,"(-1.2134454, 36.8997048)",-1.2134454,36.8997048,Roysambu
Maxmed Nursing Home,771917959,Hosiptal,Inpatient / Outpatient,"Maxmed Hospital, Nairobi",Nairobi,"(-1.2811578, 36.7151334)",-1.2811578,36.7151334,Dagoretti
Medicare Wellness centres ,0722512259/0202220787/2251962,Hosiptal,Inpatient / Outpatient,"Nairobi Central Market Ln, off Banda St Postbank Hse",Nairobi,"(-1.2844101, 36.8196755)",-1.2844101,36.8196755,Nairobi CBD
Medicross Ltd- Ngong Road,797106676,Hosiptal,Outpatient,"PQ5M+J4J, Galana Rd, Nairobi",Nairobi,"(-1.2902737, 36.7831501)",-1.2902737,36.7831501,Ngong Road
Meridian Medical Centre- Landmark Plaza,0709 572 054/ 0709 572 000,Hosiptal,Inpatient / Outpatient,"Landmark Plaza, Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2947749, 36.8054)",-1.2947749,36.8054,Upperhill
Penda Medical Centre- Kasarani,0769 637 057,Hosiptal,Outpatient,"Penda Medical Centre, Kasarani - #1 Affordable Quality Healthcare Medical, Lab and Pharmacy Services in Kasarani, Thika Road, Nairobi",Nairobi,"(-1.2181543, 36.9028298)",-1.2181543,36.9028298,Kasarani
Penda Medical Centre- Kayole,0712 994 304,Hosiptal,Outpatient,Old Mutual Building Kimathi Street,Nairobi,"(-1.2839458, 36.8231836)",-1.2839458,36.8231836,Nairobi CBD
Penda Medical Centre- Lucky Summer,0797 480 235,Hosiptal,Outpatient,"QV5X+V6G, Lakeways Estate, next to Bakery, Nairobi",Nairobi,"(-1.2403125, 36.8980781)",-1.2403125,36.8980781,Lucky Summer
Penda Medical Centre- Mathare North,0768 497 758,Hosiptal,Outpatient,"Mathare N Rd, Nairobi",Nairobi,"(-1.2558933, 36.8653475)",-1.2558933,36.8653475,Mathare North
Penda Medical Centre,0706 289 465,Hosiptal,Outpatient,Old Mutual Building Kimathi Street,Nairobi,"(-1.2839458, 36.8231836)",-1.2839458,36.8231836,Nairobi CBD
Penda Medical Centre-Pipeline,0797 380 022,Hosiptal,Outpatient,"Pipeline Stage, Opposite Jacmil Supermarket, off, Nairobi",Nairobi,"(-1.317707, 36.8963869)",-1.317707,36.8963869,Pipeline
Penda Medical Centre-Umoja 2,0718 050 440,Hosiptal,Outpatient,"PV8W+QFC, Moi Drive, Opposite kwa Chief, Moi Dr, Nairobi",Nairobi,"(-1.2799388, 36.8964813)",-1.2799388,36.8964813,Umoja
Penda Medical Centre-Zimmerman,0740 130 553,Hosiptal,Outpatient,"Base Stage, Kamiti Rd, Githurai",Nairobi,"(-1.1987931, 36.9014222)",-1.1987931,36.9014222,Githurai
Penda Medical Centre-Marenga road,0706 149203,Hosiptal,Outpatient,"Marenga Rd, Nairobi",Nairobi,"(-1.2667165, 36.7464081)",-1.2667165,36.7464081,Marenga
Radiant Hospital- Pangani Branch,721851276,Hosiptal,Inpatient / Outpatient,"Pangani, Along Juja Road, Opposite Getrude Chidlren's Hospital, Next to FM Pub, Pangani, Nairobi",Nairobi,"(-1.2690815, 36.84073)",-1.2690815,36.84073,Pangani
Radiant Hospital- Umoja Innercore Branch,717666626,Hosiptal,Inpatient / Outpatient,"Opposite Kwa Chief Along Manyanja Road Moi Drive, Umoja",Nairobi,"(-1.2799388, 36.8964813)",-1.2799388,36.8964813,Umoja
Reale Hospital Utawala,"0718344444, 0724504441",Hosiptal,Inpatient / Outpatient,"Reale Hospital Utawala, Nairobi",Nairobi,"(-1.2866784, 36.9726408)",-1.2866784,36.9726408,Utawala
Ruai Family Hospital-Ruaka,0111 033 800,Hosiptal,Inpatient / Outpatient,"Elizaphan Plaza, Limuru Road, Behind Quickmart Supermarket, Ruaka",Nairobi,"(-1.2075149, 36.7831405)",-1.2075149,36.7831405,Ruaka
Ruai Family Hospital-Ruiru,0111 033 800,Hosiptal,Inpatient / Outpatient,"Kangundo Road Nairobi Opp. Ruai Mosque, Nairobi",Nairobi,"(-1.2718979, 36.9982408)",-1.2718979,36.9982408,Ruai
Scion Hospital,711839192,Hosiptal,Inpatient / Outpatient,"1st Floor Catherine Ndereba Road, Nairobi",Nairobi,"(-1.3227864, 36.8874565)",-1.3227864,36.8874565,Embakasi
Shine Medical Hospital,720254911,Hosiptal,Inpatient / Outpatient,"PR4X+CG9 Shine dental clinic, Nairobi",Nairobi,"(-1.2939625, 36.84885939999999)",-1.2939625,36.8488594,Jogoo Road
St. Paul's Hospital- Kitengela,0727679068/0733679068,Hosiptal,Inpatient / Outpatient,"Kitengela, Kajiado East, Kajiado East, Kajiado",Nairobi,"(-1.5167072, 36.849996)",-1.5167072,36.849996,Kitengela
Wells Womens hospital ,0745862624/0783941181,Hosiptal,Inpatient / Outpatient,"Embakasi, Embakasi East, Embakasi East, Nairobi",Nairobi,"(-1.3237858, 36.8999616)",-1.3237858,36.8999616,Embakasi
Dovey Pharma-Aga Khan Branch-Parklands,705371697,Pharmacy and Diagnostic Centre,pharmacy,"Krishna Park, 3rd Parklands Ave, Nairobi",Nairobi,"(-1.2605739, 36.8210321)",-1.2605739,36.8210321,Parklands
Goodlife Pharmacy - City Square,0701 072 606,Pharmacy and Diagnostic Centre,pharmacy,"Harambee Ave, Nairobi",Nairobi,"(-1.289182, 36.8239578)",-1.289182,36.8239578,Nairobi CBD
Goodlife Pharmacy - HQ,0703 703 777/ 0735 703 777,Pharmacy and Diagnostic Centre,pharmacy,"Laborex Complex, Mombasa Road, Nairobi",Nairobi,"(-1.3660767, 36.9126044)",-1.3660767,36.9126044,Mombasa Road
Goodlife Pharmacy - Langata Road,0707 506 102,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Rubis Langata Road, Langata Rd, Nairobi",Nairobi,"(-1.3411583, 36.7538528)",-1.3411583,36.7538528,Langata
Goodlife Pharmacy - Ngong Road,0707 505 970,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy, Total Ngong Road, Ngong Rd, Nairobi",Nairobi,"(-1.3001125, 36.7885236)",-1.3001125,36.7885236,Ngong Road
Goodlife Pharmacy - Ridgeways,0712 041 172,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Ridgeways, Ridgeways Rd, Nairobi",Nairobi,"(-1.2252041, 36.8399893)",-1.2252041,36.8399893,Ridgeways
Goodlife Pharmacy - Rosslyn Riviera,0724 144 218,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Rosslyn, Limuru Rd, Nairobi",Nairobi,"(-1.2161518, 36.7994133)",-1.2161518,36.7994133,Limuru Road
Goodlife Pharmacy - Shell Bellevue,0724 144 290,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy, Ola Bellevue, Oilibya Belle vue, Mombasa Road, Belle Vue",Nairobi,"(-2.7316802, 38.2171862)",-2.7316802,38.2171862,South C
Goodlife Pharmacy - Valley Arcade,0707 541 424,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Valley Arcade, Gitanga Rd, Nairobi",Nairobi,"(-1.291197, 36.7704999)",-1.291197,36.7704999,Ngong Road
Goodlife Pharmacy - Village Market,798190601,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Village Market, Nairobi",Nairobi,"(-1.2301843, 36.80452590000001)",-1.2301843,36.8045259,Village Market
Goodlife Pharmacy - Westlands Arcade,0790 693 983,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Westlands Arcade, Nairobi",Nairobi,"(-1.2639951, 36.8022085)",-1.2639951,36.8022085,Westlands
Goodlife Pharmacy - Westlands Square,0790 692 569,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Westlands Square, Nairobi",Nairobi,"(-1.2639102, 36.8022871)",-1.2639102,36.8022871,Westlands
Goodlife Pharmacy -Garden City,0708 244 036,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Garden City Mall, Garden City Mall, Nairobi",Nairobi,"(-1.2323323, 36.8787058)",-1.2323323,36.8787058,Kasarani
Goodlife Pharmacy -Westgate,0736 019 919,Pharmacy and Diagnostic Centre,pharmacy,"Goodlife Pharmacy Westgate, 15 Mwanzi Rd, Nairobi",Nairobi,"(-1.2572275, 36.80229320000001)",-1.2572275,36.8022932,Westlands
Haltons Pharmacy Limited- Meridian Nation Center,110139540,Pharmacy and Diagnostic Centre,pharmacy,"Nation Centre, Kimathi St, Nairobi",Nairobi,"(-1.2831686, 36.8222352)",-1.2831686,36.8222352,Nairobi CBD
Haltons Pharmacy Limited-Bishop Gate,110139563,Pharmacy and Diagnostic Centre,pharmacy,"Bishop Gate Near Absa, Nairobi",Nairobi,"(-1.2931366, 36.8072963)",-1.2931366,36.8072963,Upperhill
Plaza Imaging Solutions,706622659,Pharmacy and Diagnostic Centre,laboratory and diagnostic centre,"Plaza Imaging Solutions, General Accidents Hse, Ngong Rd, Nairobi",Nairobi,"(-1.295973, 36.807443)",-1.295973,36.807443,Upperhill
One stop pharmacy,0753000102/0745327701,Pharmacy and Diagnostic Centre,pharmacy,Peponi Road Westlands Nairobi KE,Nairobi,"(-1.2440893, 36.7924714)",-1.2440893,36.7924714,Westlands
Orion Pharmacy,722656000,Pharmacy and Diagnostic Centre,pharmacy,"Forest Road Plaza, Kolobot Road Parklands",Nairobi,"(-1.2717838, 36.8200728)",-1.2717838,36.8200728,Parklands
Pathcare Kenya-Town Collection Centre,780359037,Pharmacy and Diagnostic Centre,laboratory and diagnostic centre,"CARDINAL OTUNGA PLAZA 6 TH FLOOR, Kaunda St, Nairobi",Nairobi,"(-1.2867373, 36.8201991)",-1.2867373,36.8201991,Nairobi CBD
Plaza Magnetic Resonance Imaging Limited,706622659,Pharmacy and Diagnostic Centre,laboratory and diagnostic centre,"General Accidents Hse, Ngong Rd, Nairobi",Nairobi,"(-1.2953574, 36.8096042)",-1.2953574,36.8096042,Hurlingham
Tabiya Medical centre,775399410,Hosiptal,Inpatient / Outpatient,"Tayiba Medical Centre, Alego Street, Kisumu",Kisumu,"(-0.1009181, 34.7501525)",-0.1009181,34.7501525,Kisumu
Goodlife Pharmacy - Kisumu Mega ,717468386,Pharmacy and Diagnostic Centre,pharmacy,"Bank St, Kisumu",Kisumu,"(-0.1049109, 34.7521156)",-0.1049109,34.7521156,Kisumu
Machakos Dr's Plaza,0780566911/0715566911,Hosiptal,Inpatient / Outpatient,Machakos-Wote Road,Machakos,"(-1.7165226, 37.4166505)",-1.7165226,37.4166505,Machakos
Avenue Health Centre Thika,Â +254203578902; +254725211701; +254722141573,Hosiptal,Inpatient / Outpatient,"Zuri Centre Nakumatt Building, Thika",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Creative Medical Services,707822159,Hosiptal,Outpatient,"Township, Kiambu",Kiambu,"(-1.1748105, 36.8304102)",-1.1748105,36.8304102,Kiambu
Gertrudes Children's Hospital- Thika Clinic ,0736520083/ 0718483088,Hosiptal,Inpatient / Outpatient,"Zuhura Place, Township, Kenyatta Hwy, Thika",Kiambu,"(-1.0403476, 37.0716128)",-1.0403476,37.0716128,Thika
PCEA Kikuyu Hospital,722207636,Hosiptal,Inpatient / Outpatient,"Hospital Rd, Rungiri",Kiambu,"(-1.2684478, 36.6709147)",-1.2684478,36.6709147,Rungiri
Radiant Hospital- Kiambu CBD,700550004,Hosiptal,Inpatient / Outpatient,"Opposite Kiambu Mall, Kiambu",Kiambu,"(-1.1650012, 36.8243104)",-1.1650012,36.8243104,Kiambu
Vine Yard Hospital,020 2406055,Hosiptal,Inpatient / Outpatient,"X36H+GFG, Thika",Kiambu,"(-1.0386875, 37.0787031)",-1.0386875,37.0787031,Thika
Good Life Pharmacy - Shell Ridgeways,0716 915 894,Pharmacy and Diagnostic Centre,Pharmacy ,"Goodlife Pharmacy Shell Ridgeways, Kiambu Rd, Nairobi",Kiambu,"(-1.2271506, 36.8380466)",-1.2271506,36.8380466,Kiambu
ANKH Women Clinic,0722702326/0722707504,Hosiptal,Outpatient,"9th floor, 4th avenue Towers, Fourth Ngong Ave, Nairobi",Nakuru,"(-1.2931971, 36.8084308)",-1.2931971,36.8084308,Upperhill
Avenue HealthCare Nakuru,,Hosiptal,Inpatient / Outpatient,"Polo Centre, Kenyatta Ave, Nakuru",Nakuru,"(-0.2865005, 36.0654288)",-0.2865005,36.0654288,Nakuru
Equity Afia Ltd-Nakuru,765000008,Hosiptal,Outpatient,Nakuru Section 58 Centre next to Hygienic Supermarket along Oginga Odinga Street,Nakuru,"(-0.3030988, 36.080026)",-0.3030988,36.080026,Nakuru
Mamlaka Medical Centre,0713986792/ 0722640327,Hosiptal,Outpatient,"Assumption Centre CDN, Moi Rd, Nakuru",Nakuru,"(-0.2904703, 36.0723927)",-0.2904703,36.0723927,Nakuru
Goodlife Pharmacy - Buffalo Mall ,0707 541 373/ 0734 215 545,Pharmacy and Diagnostic Centre,Pharmacy ,Naivasha/Nakuru Highway Naivasha/Nakuru Highway,Nakuru,"(-0.7171778, 36.4310251)",-0.7171778,36.4310251,Naivasha
Oracle Healthcare Ltd,745942180,Hosiptal,Inpatient / Outpatient,"Kenyatta Road At Kenya Highlands Sacco, Opposite KCB",Nandi,"(-1.1243691, 37.00446710000001)",-1.1243691,37.0044671,Kenyatta Road
AAR Healthcare Rongai Outpatient Centre,0734 657 172 / 0770 123 633,Hosiptal,Outpatient,"1st Floor, Maiyan Mall, Magadi Rd, Ongata Rongai",Kajiado,"(-1.3973203, 36.7618809)",-1.3973203,36.7618809,Ongata Rongai
Melchizedek Hospital Ngong ,0723 791255,Hosiptal,Inpatient / Outpatient,"Melchizedek Hospital-Ngong, Ngong, North",Kajiado,"(-1.3427613, 36.6660471)",-1.3427613,36.6660471,Ngong
AAR Healthcare Mombasa Outpatient Centre,0731 191 067/ 041 â€“ 222 9045,Hosiptal,Outpatient,"Pereira Building, Pramukh Swami Maharaj Rd, Mombasa",Mombasa,"(-4.060185199999999, 39.6640902)",-4.0601852,39.6640902,Mombasa
Associated Central Medical Services,0716632739/0733516371,Hosiptal,Outpatient,"Nssf Building, 1st Floor, Nkrumah Road, Mombasa.",Mombasa,"(-4.0638612, 39.6733441)",-4.0638612,39.6733441,Mombasa
Avenue Healthcare Mombasa,-412315850,Hosiptal,Inpatient / Outpatient,Likoni Mall (Naivas Likoni Nyerere Avenue,Mombasa,"(-4.0745673, 39.6659332)",-4.0745673,39.6659332,Mombasa
Bahari Medical Clinic,0712290399/0723206130,Hosiptal,Outpatient,"Diani Beach Road, Ukunda",Mombasa,"(-4.3508721, 39.5610572)",-4.3508721,39.5610572,Mombasa
Good Life Pharmacy - Mombasa Ambalal,0724 143 944,Pharmacy and Diagnostic Centre,Pharmacy ,"Goodlife Pharmacy Mombasa Ambalal, Mombasa",Mombasa,"(-4.0630625, 39.6724375)",-4.0630625,39.6724375,Mombasa
Good Life Pharmacy - Mombasa GPO,0724 143 962,Pharmacy and Diagnostic Centre,Pharmacy ,"Amal Centre, Mombasa",Mombasa,"(-4.0434771, 39.6682065)",-4.0434771,39.6682065,Mombasa
Good Life Pharmacy - Nyali Naivas,0708 248 135,Pharmacy and Diagnostic Centre,Pharmacy ,"Links Rd, Mombasa",Mombasa,"(-4.0402315, 39.7048918)",-4.0402315,39.7048918,Mombasa
Good Life Pharmacy - Kilifi,0724 144 171,Pharmacy and Diagnostic Centre,Pharmacy ,"The Terrace Kitchen, Bofa Rd, Kilifi",Kilifi,"(-3.6330423, 39.865252)",-3.6330423,39.865252,Kilifi
Bahari medical clinic ,0712290399/0723206130,Hosiptal,Outpatient,"Diani Beach Road, Ukunda",Kwale,"(-4.3508721, 39.5610572)",-4.3508721,39.5610572,Kwale
Palm Beach Hospital-Diani,0724 699101/ 040 3202072/3/5 / 0733 410695,Hosiptal,Inpatient / Outpatient,"Palm Beach, Ukunda KE, Diani Beach",Kwale,"(-4.2879181, 39.565308)",-4.2879181,39.565308,Ukunda
Meridian Medical Centre-Kakamega,0709 572 047/ 0709 572 000,Hosiptal,Inpatient / Outpatient,7QM3+5XQ Unnamed Road 2nd floor Megamall (Quickmart,Kakamega,"(5.2829625, 10.7549844)",5.2829625,10.7549844,Maka
Medicross Ltd- Meru,790546587,Hosiptal,Inpatient / Outpatient,"Municipality, Imenti North, North Imenti, Meru",Meru,"(0.0514721, 37.6456042)",0.0514721,37.6456042,Meru
Equity Afia Ltd-Nyeri,765000007,Hosiptal,Outpatient,"Kimathi Way, Nyeri",Nyeri,"(-0.4266503, 36.9631313)",-0.4266503,36.9631313,Nyeri
Meridian Medical Centre-Nyeri,0709 572 043/ 0709 572 000,Hosiptal,Inpatient / Outpatient,"Rware Gakere Rd, Nyeri Barclays Bank Bldg, Nairobi",Nyeri,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Nyeri
Nyeri Medical Centre,"0720321488,061-203777",Hosiptal,Outpatient,"Rware Kimathi Way Prestige Plaza, Nyeri",Nyeri,"(-0.4222905, 36.9525686)",-0.4222905,36.9525686,Nyeri
Haltons Pharmacy Limited-Meridian Nyeri,110139555,Pharmacy and Diagnostic Centre,laboratory and diagnostic centre,"Homage Building, Kuku Ln, Nyeri",Nyeri,"(-0.4243858, 36.9551729)",-0.4243858,36.9551729,Nyeri
Oasis Healthacare Group-Oasis Doctors Plaza Webuye,0728451904-Dennis,Hosiptal,Inpatient / Outpatient,"Webuye Road, Webuye",Bungoma,"(0.6045423, 34.7749912)",0.6045423,34.7749912,Webuye
Afya Bora Hospital Limited ,711119991,Hosiptal,Inpatient / Outpatient,"Along Makutano - Embu Highway (Opposite Merica Petrol Station), Wang'uru Town, Mwea",Kirinyaga,"(-0.6780008, 37.35575499999999)",-0.6780008,37.355755,Wang'uru
Focus Clinical and diagnostics Centre Ltd-Kerugoya Town,0741 770050,Hosiptal,Outpatient,Kerugoya Kerugoya Town behind barclays bank Kirinyaga,Kirinyaga,"(-0.5045964, 37.280273)",-0.5045964,37.280273,Kerugoya
Focus Clinical and diagnostics Centre Ltd-Mwea Town,0721 606746,Hosiptal,Outpatient,Wamumu along Embu - Nairobi Road Mwea market,Kirinyaga,"(-0.6837276999999999, 37.3560933)",-0.6837277,37.3560933,Wang'uru
Kerugoya Medical Centre,795360099,Hosiptal,Inpatient / Outpatient,"Kerugoya, Kirinyaga Central, Kirinyaga",Kirinyaga,"(-0.4993281, 37.2784835)",-0.4993281,37.2784835,Kerugoya
Equity Afia Ltd-Muranga,765000052,Hosiptal,Outpatient,"Equity Afia Medical Centre, Murang'a, ECN Building & 1st Floor, Uhuru Street, Near National Oil Petrol Station, Opp Absa Bank",Muranga,"(-0.7207836999999999, 37.1575563)",-0.7207837,37.1575563,Murang'a
Tionybei Chemist  Diagnostic,725709094,Pharmacy and Diagnostic Centre,Outpatient,"396-30400 Hospital Rd, Kabarnet",Baringo,"(0.4877528, 35.7431438)",0.4877528,35.7431438,Kabarnet
Oasis Healthcare Group Ltd-Oasis Doctors Plaza Siaya,0717791718-Robert,Hosiptal,Inpatient / Outpatient,"375Q+VXC Alego Usonga, Siaya Township Secondary School, Siaya",Siaya,"(0.0596875, 34.2898906)",0.0596875,34.2898906,Siaya
Community Medical & LAB Services,0723824951/0701363515/0705396115,Hosiptal,Outpatient,"Opp rukia green grocers, harambee street, cereal board , maralal ,kenya",Samburu,"(1.0931431, 36.7018311)",1.0931431,36.7018311,Maralal
Goodlife Pharmacy Ug - Victoria Mall,,Pharmacy and Diagnostic Centre,pharmacy,"Berkeley Rd, Entebbe, Uganda",Uganda,"(0.0627656, 32.4752612)",0.0627656,32.4752612,Entebbe
Goodlife Pharmacy Ug-Acacia Mall,256+777 215 397,Pharmacy and Diagnostic Centre,pharmacy,"Acacia Avenue, Kampala, Uganda",Uganda,"(0.3173396, 32.602215)",0.3173396,32.602215,Kampala
Goodlife Pharmacy Ug-Shell Namirembe,,Pharmacy and Diagnostic Centre,pharmacy,"Good Life Pharmacy, Bakuli, 8H78+V9J, Fort Rd, Kampala, Uganda",Uganda,"(0.3147124, 32.5659029)",0.3147124,32.5659029,Kampala
Goodlife Pharmacy Ug-Ggaba Road,,Pharmacy and Diagnostic Centre,pharmacy,"Ggaba Road, Kampala, Uganda",Uganda,"(0.2757598, 32.6155118)",0.2757598,32.6155118,Kampala
Elephant Dental Ltd-Imara Daima,0724 567 682,Specialist,Dentist,"Mombasa Road, Imara Daima",Nairobi,"(-1.3401255, 36.8965121)",-1.3401255,36.8965121,Imara Daima
Gilead Womens Centre,0702330222/ 2714707/8,Specialist,Gynaecologist,"Bishop Rd, Nairobi",Nairobi,"(-1.2915126, 36.8095642)",-1.2915126,36.8095642,Upperhill
Omega Opticians- Westlands,701533699,Specialist,Optomerist,"The Mall, Westlands",Nairobi,"(-1.2643982, 36.80279549999999)",-1.2643982,36.8027955,Westlands
Optica Ltd-Mega Mall,110941096,Specialist,Opthalmologist,"Nairobi Mega Mall, Uhuru Highway",Nairobi,"(-1.3021447, 36.8262755)",-1.3021447,36.8262755,Mombasa Road
Light House for Christ Eye Centre,0724620888/0733226179,Specialist,Opthalmologists & Opticians,Abdel Nasser road - Mombasa - Kenya,Mombasa,"(-4.0521454, 39.6739191)",-4.0521454,39.6739191,Mombasa
"Dr Mohamed Sood (Health Source Medical Centre, Biashara Building)",0721 460440,Specialist,Physician,"Biashara Building, Mombasa",Mombasa,"(-4.0650444, 39.6704503)",-4.0650444,39.6704503,Mombasa
